# Agent 4 Knowledge Log
# Format: time;event_type;knowledge
238;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 4, 't': 192}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 2, 'location': 5, 't': 198}, 5: {'pet': 'Dog', 'house': 6, 'location': 1, 't': 238}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
238;ChangePet;{4: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 238}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 2, 'location': 5, 't': 198}, 5: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 238}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
256;FinishTrip;{4: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 238}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 256}, 5: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 238}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
256;changeHouse;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 256}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 256}, 5: {'pet': 'Cat', 'house': 6, 'location': 1, 't': 238}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
263;FinishTrip;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 256}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 256}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
268;FinishTrip;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 256}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 268}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
268;changeHouse;{4: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 268}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 268}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
274;FinishTrip;{4: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 268}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 274}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
274;changeHouse;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 274}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 5, 'location': 5, 't': 274}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
286;FinishTrip;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 274}, 3: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 198}, 6: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 286}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
286;FinishTrip;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 274}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 286}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 238}}
326;FinishTrip;{4: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 274}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 286}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 326}}
326;ChangePet;{4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 326}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Fish', 'house': 5, 'location': 4, 't': 286}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 326}}
328;FinishTrip;{4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 326}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 328}, 5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 263}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 326}}
328;changeHouse;{4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 326}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 328}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 326}}
350;FinishTrip;{4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 326}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 328}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 350}}
376;FinishTrip;{4: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 326}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 376}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 350}}
376;ChangePet;{4: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 376}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 376}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 350}}
390;FinishTrip;{4: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 376}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 390}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 350}}
402;FinishTrip;{4: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 376}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 390}, 2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 402}}
402;changeHouse;{4: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 402}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 390}, 2: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 402}}
408;FinishTrip;{4: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 402}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 4, 't': 390}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
442;FinishTrip;{4: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 402}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
442;changeHouse;{4: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 442}, 3: {'pet': 'Zebra', 'house': 2, 'location': 4, 't': 286}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
467;FinishTrip;{4: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 442}, 3: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
467;ChangePet;{4: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 467}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 328}, 5: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
468;FinishTrip;{4: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 467}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
468;changeHouse;{4: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 442}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
468;FinishTrip;{4: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 5, 'location': 6, 't': 468}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
468;changeHouse;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 1, 'location': 6, 't': 468}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
468;ChangePet;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 468}, 2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 408}}
479;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 468}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
561;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 561}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
576;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 468}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 576}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
658;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 658}, 5: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 576}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
695;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 658}, 5: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 695}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
738;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 658}, 5: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 738}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
741;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Fish', 'house': 4, 'location': 5, 't': 658}, 5: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 741}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
777;FinishTrip;{4: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 468}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 741}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
777;ChangePet;{4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 777}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 741}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
836;FinishTrip;{4: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 777}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Zebra', 'house': 3, 'location': 5, 't': 836}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
836;changeHouse;{4: {'pet': 'Dog', 'house': 3, 'location': 5, 't': 836}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 836}, 2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 479}}
1180;FinishTrip;{4: {'pet': 'Dog', 'house': 3, 'location': 5, 't': 836}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 836}, 2: {'pet': 'Zebra', 'house': 6, 'location': 6, 't': 1180}}
1180;changeHouse;{4: {'pet': 'Dog', 'house': 3, 'location': 5, 't': 836}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1180}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 1180}}
1690;ChangePet;{4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1180}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 1180}, 1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}}
1704;FinishTrip;{4: {'pet': 'Zebra', 'house': 3, 'location': 1, 't': 1690}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1180}, 2: {'pet': 'Humpster', 'house': 1, 'location': 3, 't': 1704}, 1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}}
1704;ChangePet;{4: {'pet': 'Humpster', 'house': 3, 'location': 3, 't': 1704}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1180}, 2: {'pet': 'Zebra', 'house': 1, 'location': 3, 't': 1704}, 1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}}
1774;ChangePet;{4: {'pet': 'Fish', 'house': 3, 'location': 1, 't': 1774}, 3: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 467}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 777}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1180}, 2: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 1774}, 1: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1690}}
