# Agent 2 Knowledge Log
# Format: time;event_type;knowledge
1262;FinishTrip;{2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1258}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1262}}
1262;ChangePet;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1262}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1262}}
1265;FinishTrip;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1262}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1265}}
1265;changeHouse;{2: {'pet': 'Zebra', 'house': 1, 'location': 5, 't': 1265}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1265}}
1265;ChangePet;{2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1265}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1265}}
1269;FinishTrip;{2: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1265}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}}
1269;changeHouse;{2: {'pet': 'Bear', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1269}}
1269;ChangePet;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1258}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1272;FinishTrip;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1272}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1276;FinishTrip;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1276}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1404;FinishTrip;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1404}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1414;FinishTrip;{2: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1269}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1414}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1414;changeHouse;{2: {'pet': 'Zebra', 'house': 4, 'location': 5, 't': 1414}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1414;ChangePet;{2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1414}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 892}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1468;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1414}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 6, 'location': 4, 't': 1468}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1468;changeHouse;{2: {'pet': 'Dog', 'house': 6, 'location': 4, 't': 1468}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1468}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1525;FinishTrip;{2: {'pet': 'Dog', 'house': 6, 'location': 4, 't': 1468}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1525}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1525;changeHouse;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 6, 'location': 6, 't': 1525}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1640;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 2, 'location': 4, 't': 1640}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1641;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 2, 'location': 2, 't': 1641}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 866}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1686;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 2, 'location': 2, 't': 1641}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Bear', 'house': 1, 'location': 1, 't': 1269}}
1718;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 2, 'location': 2, 't': 1641}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1718}}
1718;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1718}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1718}}
1718;changeHouse;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1718}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1718}}
1720;FinishTrip;{2: {'pet': 'Dog', 'house': 4, 'location': 6, 't': 1525}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 1, 'location': 4, 't': 1720}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1718}}
1720;changeHouse;{2: {'pet': 'Dog', 'house': 1, 'location': 4, 't': 1720}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1720}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1718}}
1729;FinishTrip;{2: {'pet': 'Dog', 'house': 1, 'location': 4, 't': 1720}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1414}, 5: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1720}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1736;FinishTrip;{2: {'pet': 'Dog', 'house': 1, 'location': 4, 't': 1720}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1736}, 5: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1720}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1736;changeHouse;{2: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1736}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Humpster', 'house': 4, 'location': 4, 't': 1720}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1740;FinishTrip;{2: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1736}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1740}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1740;ChangePet;{2: {'pet': 'Cat', 'house': 5, 'location': 4, 't': 1740}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 1740}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1746;FinishTrip;{2: {'pet': 'Cat', 'house': 5, 'location': 4, 't': 1740}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1746}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1750;FinishTrip;{2: {'pet': 'Cat', 'house': 5, 'location': 4, 't': 1740}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Dog', 'house': 4, 'location': 4, 't': 1750}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1750;ChangePet;{2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1750}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Bear', 'house': 1, 'location': 5, 't': 1736}, 5: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1750}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1760;FinishTrip;{2: {'pet': 'Dog', 'house': 5, 'location': 4, 't': 1750}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 1, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 4, 'location': 4, 't': 1750}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1760;changeHouse;{2: {'pet': 'Dog', 'house': 4, 'location': 1, 't': 1760}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Zebra', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1760}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1760;ChangePet;{2: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1760}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1760}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1729}}
1784;ChangePet;{2: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 1784}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1760}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1784}}
1806;FinishTrip;{2: {'pet': 'Humpster', 'house': 4, 'location': 1, 't': 1784}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 1, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1784}}
1806;changeHouse;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1784}}
1806;FinishTrip;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}}
1806;changeHouse;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Cat', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Zebra', 'house': 4, 'location': 1, 't': 1806}}
1806;ChangePet;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Cat', 'house': 2, 'location': 4, 't': 1096}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}}
1880;FinishTrip;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Dog', 'house': 5, 'location': 1, 't': 1760}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}}
1952;FinishTrip;{2: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1806}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 1952}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}}
1952;changeHouse;{2: {'pet': 'Humpster', 'house': 5, 'location': 1, 't': 1952}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Fish', 'house': 1, 'location': 1, 't': 1952}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}}
1952;ChangePet;{2: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 1952}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1952}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Cat', 'house': 4, 'location': 1, 't': 1806}}
1976;FinishTrip;{2: {'pet': 'Fish', 'house': 5, 'location': 1, 't': 1952}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1952}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Bear', 'house': 4, 'location': 4, 't': 1976}}
1976;changeHouse;{2: {'pet': 'Fish', 'house': 4, 'location': 4, 't': 1976}, 4: {'pet': 'Bear', 'house': 6, 'location': 1, 't': 1880}, 6: {'pet': 'Humpster', 'house': 1, 'location': 1, 't': 1952}, 5: {'pet': 'Zebra', 'house': 2, 'location': 1, 't': 1806}, 3: {'pet': 'Fish', 'house': 3, 'location': 4, 't': 1686}, 1: {'pet': 'Bear', 'house': 5, 'location': 4, 't': 1976}}
