agent_id;drop_rate;robustness_ratio
1;0.0;1.000000
1;0.1;0.998020
1;0.2;0.994481
1;0.3;0.988604
1;0.5;0.973291
2;0.0;1.000000
2;0.1;0.997589
2;0.2;0.994416
2;0.3;0.990942
2;0.5;0.978509
3;0.0;1.000000
3;0.1;0.997447
3;0.2;0.994930
3;0.3;0.990898
3;0.5;0.982064
4;0.0;1.000000
4;0.1;0.997682
4;0.2;0.994564
4;0.3;0.990442
4;0.5;0.976042
5;0.0;1.000000
5;0.1;0.997788
5;0.2;0.994984
5;0.3;0.989456
5;0.5;0.977639
6;0.0;1.000000
6;0.1;0.998789
6;0.2;0.994390
6;0.3;0.992039
6;0.5;0.975764
