1;0;StartTrip;Russian;1;5
2;0;StartTrip;Chinese;3;5
3;0;StartTrip;American;6;5
4;0;StartTrip;French;5;6
5;0;StartTrip;English;2;3
6;0;StartTrip;German;4;6
7;2;FinishTrip;0;Chinese;5
8;2;StartTrip;Chinese;5;3
9;3;FinishTrip;0;American;5
10;3;FinishTrip;0;German;6
11;3;FinishTrip;0;Russian;5
12;3;StartTrip;American;5;6
13;3;StartTrip;Russian;5;1
14;3;StartTrip;German;6;4
15;4;FinishTrip;German;4
16;4;FinishTrip;0;English;3
17;4;StartTrip;German;4;1
18;4;StartTrip;English;3;2
19;5;FinishTrip;0;French;6
20;5;StartTrip;French;6;5
21;6;FinishTrip;Chinese;3
22;6;FinishTrip;0;German;1
23;6;StartTrip;Chinese;3;4
24;6;StartTrip;German;1;4
25;7;FinishTrip;English;2
26;7;FinishTrip;Russian;1
27;7;StartTrip;English;2;1
28;7;StartTrip;Russian;1;3
29;8;FinishTrip;French;5
30;8;FinishTrip;German;4
31;8;FinishTrip;American;6
32;8;StartTrip;French;5;4
33;8;StartTrip;American;6;4
34;8;StartTrip;German;4;1
35;9;FinishTrip;0;American;4
36;9;StartTrip;American;4;6
37;10;FinishTrip;0;German;1
38;10;StartTrip;German;1;4
39;11;FinishTrip;0;Chinese;4
40;11;StartTrip;Chinese;4;3
41;12;FinishTrip;American;6
42;12;FinishTrip;German;4
43;12;FinishTrip;0;English;1
44;12;FinishTrip;1;French;4
45;12;StartTrip;American;6;1
46;12;StartTrip;French;4;5
47;12;StartTrip;German;4;6
48;12;StartTrip;English;1;2
49;14;FinishTrip;Chinese;3
50;14;StartTrip;Chinese;3;1
51;15;FinishTrip;0;Russian;3
52;15;FinishTrip;0;German;6
53;15;StartTrip;Russian;3;1
54;15;StartTrip;German;6;4
55;16;FinishTrip;German;4
56;16;FinishTrip;0;American;1
57;16;StartTrip;German;4;1
58;16;StartTrip;American;1;6
59;17;FinishTrip;American;6
60;17;StartTrip;American;6;3
61;18;FinishTrip;French;5
62;18;FinishTrip;English;2
63;18;FinishTrip;0;German;1
64;18;StartTrip;French;5;6
65;18;StartTrip;German;1;4
66;18;StartTrip;English;2;1
