agent_id;drop_rate;robustness_ratio
1;0.0;1.000000
1;0.1;0.999411
1;0.2;0.997348
1;0.3;0.996366
1;0.5;0.994685
2;0.0;1.000000
2;0.1;0.999917
2;0.2;0.999568
2;0.3;0.999347
2;0.5;0.998638
3;0.0;1.000000
3;0.1;0.999602
3;0.2;0.999382
3;0.3;0.999067
3;0.5;0.996668
4;0.0;1.000000
4;0.1;0.999799
4;0.2;0.999555
4;0.3;0.999407
4;0.5;0.998639
5;0.0;1.000000
5;0.1;0.999862
5;0.2;0.999802
5;0.3;0.999604
5;0.5;0.998061
6;0.0;1.000000
6;0.1;0.999584
6;0.2;0.999341
6;0.3;0.998854
6;0.5;0.997870
