agent_id;drop_rate;robustness_ratio
1;0.0;1.000000
1;0.1;0.993934
1;0.2;0.988532
1;0.3;0.979252
1;0.5;0.953145
2;0.0;1.000000
2;0.1;0.995106
2;0.2;0.990368
2;0.3;0.981760
2;0.5;0.959202
3;0.0;1.000000
3;0.1;0.995765
3;0.2;0.990878
3;0.3;0.985816
3;0.5;0.966657
4;0.0;1.000000
4;0.1;0.999220
4;0.2;0.997286
4;0.3;0.995539
4;0.5;0.990119
5;0.0;1.000000
5;0.1;0.997382
5;0.2;0.991386
5;0.3;0.985592
5;0.5;0.966094
6;0.0;1.000000
6;0.1;0.995511
6;0.2;0.992334
6;0.3;0.986898
6;0.5;0.971888
