agent_id;drop_rate;robustness_ratio
1;0.0;1.000000
1;0.1;0.995769
1;0.2;0.993441
1;0.3;0.985208
1;0.5;0.953205
2;0.0;1.000000
2;0.1;0.997571
2;0.2;0.994061
2;0.3;0.988201
2;0.5;0.972984
3;0.0;1.000000
3;0.1;0.996824
3;0.2;0.993056
3;0.3;0.988636
3;0.5;0.969574
4;0.0;1.000000
4;0.1;0.997042
4;0.2;0.994109
4;0.3;0.988551
4;0.5;0.974219
5;0.0;1.000000
5;0.1;0.993272
5;0.2;0.986015
5;0.3;0.980482
5;0.5;0.961634
6;0.0;1.000000
6;0.1;0.995705
6;0.2;0.991617
6;0.3;0.984785
6;0.5;0.969264
